0.0000000	0.0000000	2500.0000000	0.0000000	0.0000000
0.0012966	356.3907806	2475.4513785	0.0000000	143.3455484
0.0018152	522.7000620	2489.6420339	0.0000000	184.5913201
0.0028525	748.4302637	2435.3721136	0.0000000	314.1046409
0.0036305	902.8823092	2351.5762718	0.0000000	449.3844979
0.0046677	1152.3654800	2321.1518844	0.0000000	562.9699423
0.0062237	1354.3812101	2173.9551512	0.0000000	777.5052522
0.0090762	1651.5050605	1734.4799757	0.0000000	1316.0217111
0.0108914	1782.2811320	1643.0116908	0.0000000	1451.0820198
0.0127066	1877.4277498	1558.9323409	0.0000000	1566.8769090
0.0140032	1925.0299318	1498.3994407	0.0000000	1643.2772033
0.0163371	2008.3385626	1452.6900690	0.0000000	1716.7561185
0.0191896	2091.6856909	1418.0661054	0.0000000	1779.1624583
0.0228201	2139.4611117	1391.9099328	0.0000000	1821.2437711
0.0264506	2246.6189554	1413.7509446	0.0000000	1835.1220406
0.0295624	2329.9853324	1427.8287897	0.0000000	1848.8329878
0.0331929	2377.7607533	1442.7840841	0.0000000	1849.8028337
0.0368233	2461.1656279	1485.0071358	0.0000000	1835.3814069
0.0399352	2497.0260667	1503.0011104	0.0000000	1829.3409119
0.0433063	2532.9057542	1528.1822085	0.0000000	1816.1197095
0.0469368	2628.1871133	1561.0225349	0.0000000	1815.0398362
0.0503079	2699.6962546	1591.6882826	0.0000000	1808.2104690
0.0536791	2723.6994576	1599.6759873	0.0000000	1808.2238319
0.0573096	2783.3513630	1640.0189788	0.0000000	1787.7648089
0.0604214	2831.0882864	1669.4675773	0.0000000	1774.2285181
0.0637925	2866.9679739	1713.9528708	0.0000000	1741.7031205
0.0674230	2914.7433948	1731.2888167	0.0000000	1740.2923149
0.0702755	2974.3375539	1744.9350164	0.0000000	1746.5108349
0.0741653	3057.7616773	1779.3530051	0.0000000	1739.9008873
0.0775365	3081.7648803	1793.8359590	0.0000000	1733.4190011
0.0806483	3117.6253190	1826.1277801	0.0000000	1713.0806596
0.0842788	3141.6477708	1846.8581928	0.0000000	1700.3577308
0.0879092	3165.6702226	1876.2061001	0.0000000	1679.0173075
0.0910211	3189.6541768	1897.9502019	0.0000000	1665.2678571
0.0946515	3225.5531131	1929.6032818	0.0000000	1645.5810892
0.0980227	3225.8033470	1936.9957124	0.0000000	1638.2720699
0.1011345	3249.7873012	1957.9858882	0.0000000	1625.2765455
0.1047650	3250.0567838	1966.4978610	0.0000000	1616.8544003
0.1078768	3297.7937072	1989.0859929	0.0000000	1610.1785761
0.1117666	3309.9589231	2000.5333599	0.0000000	1602.7862811
0.1151378	3310.2091570	2007.0132962	0.0000000	1596.3897562
0.1182496	3357.9460804	2029.1471978	0.0000000	1590.1681623
0.1218801	3358.2155630	2043.9343186	0.0000000	1575.4708690
0.1255105	3358.4850456	2043.9602010	0.0000000	1575.5348142
0.1288817	3370.6117641	2061.6575664	0.0000000	1561.8796883
0.1319935	3382.7192337	2065.7689386	0.0000000	1561.8041393
0.1358833	3371.1314806	2076.0426702	0.0000000	1547.6678233
0.1387358	3359.4667324	2072.0265718	0.0000000	1547.7956724
0.1423663	3371.6126996	2075.7464287	0.0000000	1548.1244712
0.1454781	3371.8436847	2081.2763282	0.0000000	1542.6715667
0.1488493	3383.9704031	2092.6989430	0.0000000	1535.2911914
0.1524797	3384.2398857	2100.1407357	0.0000000	1527.9392263
0.1563695	3372.6521326	2096.8122265	0.0000000	1527.4051511
0.1592220	3360.9873844	2092.7380825	0.0000000	1527.5910456
